id,name,description,founder_email,funding_goal,amount_raised,status,created_at
755,"Ramanathan, Bhavsar and More","Natus unde et saepe. Ex rerum provident dignissimos vero esse.
Perferendis esse impedit deserunt saepe. Consectetur quisquam fugit. Alias vero eveniet corrupti.",ucchalsood297@gmail.com,3101202.22,2257812.5,approved,2024-07-31
756,Sastry-Mohanty,Ut nulla tempora voluptates illum tenetur nisi. At sint distinctio. Quasi omnis eos velit quia sit.,farisrandhawa620@gmail.com,10264764.13,2976359.99,approved,2024-08-26
757,Khatri LLC,"Aperiam placeat ipsum placeat maxime. Officiis natus placeat dolore debitis.
Nam voluptatibus vel in. Odio ipsum tempora rerum quibusdam. Fugit a incidunt et consequatur iure eligendi.",vrittirajagopal778@gmail.com,5986635.8,2272703.62,approved,2020-10-25
758,Tata-Bahl,"Vitae iste accusantium repellendus esse recusandae praesentium. Explicabo aperiam vero veritatis suscipit consectetur amet.
Ipsa optio nesciunt minus. Reprehenderit ipsam quia.",wriddhishsaxena548@gmail.com,5369672.25,4761203.9,rejected,2022-03-28
759,Baria Ltd,Molestiae quos harum illo. Similique architecto minima iure quam voluptas. Quod dicta qui quis atque consectetur inventore.,iranaik732@gmail.com,3283284.44,1286080.59,approved,2021-12-05
760,Thaker LLC,"Similique aliquam dolorem doloribus. Distinctio quas commodi voluptas ipsam.
Magni error natus. Nostrum sunt veniam eveniet vitae sed.",bimalapandya98@gmail.com,6400619.76,2812696.49,approved,2021-02-06
761,"Banik, Balan and Dube",Deserunt sint quibusdam occaecati iure recusandae. Ipsa quos ut ex tenetur recusandae. Alias illo repellendus soluta blanditiis quas qui.,aahanatrivedi601@gmail.com,3848724.35,3769396.63,pending,2021-09-19
762,Narayanan-Sama,Molestiae nemo iusto ipsam nostrum. Dolorem voluptatibus aperiam quasi sunt magni debitis nesciunt. Iste repellat voluptas aut adipisci.,theodoreganesh247@gmail.com,5244019.63,3780811.18,pending,2020-05-26
763,"Tailor, Joshi and Dugar","Iure quas vitae velit odit cumque voluptates voluptate. Corrupti qui totam aspernatur. Ducimus doloremque ad.
Repellendus accusamus cumque est tempora aliquam. Officia omnis quae ad.",jackdoshi691@gmail.com,10120169.08,1608477.81,pending,2023-04-20
764,Chowdhury-Mangal,"Maiores itaque impedit dignissimos. Id aperiam nam totam iure quos. Et dolore neque.
Ipsum reiciendis necessitatibus voluptates modi perspiciatis dolorum.",deepabahri683@gmail.com,4807880.2,4678143.72,rejected,2020-07-03
765,Gopal PLC,"Aliquam mollitia deserunt vel. Est dolorum dicta.
Reprehenderit laudantium illo possimus dignissimos laborum eligendi.",warinderhans396@gmail.com,7298546.65,3454160.51,approved,2021-03-05
766,Mukhopadhyay LLC,"Aut quam sint est ducimus provident modi. Sit blanditiis ratione accusamus. Voluptatibus odio velit.
Rerum delectus quo omnis id ullam molestiae. Officia dolorum necessitatibus dolore earum.",victorpradhan255@gmail.com,3593647.15,2512374.0,rejected,2021-04-06
767,Buch-Gole,Eum at sint tempore. Sint unde debitis. Dolorem expedita deserunt. Facilis ut placeat culpa magnam doloribus dolor.,damyantikant916@gmail.com,4930023.02,979040.82,approved,2022-11-15
768,Pingle PLC,"At quos quo alias consequuntur. Voluptatem suscipit rem architecto. Ad quod corrupti cum.
Reiciendis in aut earum ipsa modi magnam. Maiores repellat maxime dolorem aliquid.",jacobgill584@gmail.com,8541601.27,2526528.78,approved,2022-12-01
769,"Sekhon, Khalsa and Bali","Mollitia fuga commodi est.
Dolorum earum sequi deserunt. Culpa laboriosam ullam. Aliquam ad nulla tempora placeat dolorum. Laudantium ullam maxime porro repellat.",chamanram351@gmail.com,3746065.88,2079010.07,rejected,2023-03-30
770,Aurora-Vyas,Velit libero atque neque. Culpa unde libero deserunt consequuntur aspernatur. Animi quis in aspernatur nostrum dicta tempore.,sathvikdeep252@gmail.com,8624897.12,5969487.37,rejected,2024-02-06
771,Rau-Tata,"Autem earum nostrum placeat. Voluptas magnam quasi quis.
Veritatis dolorem ea quos fugit quis quia. Optio similique enim fugit.",shauryamangal765@gmail.com,6415503.87,4374543.59,approved,2024-05-06
772,"Bhatia, Singh and Hans",Ex saepe voluptatum. Commodi non officiis reprehenderit. Et voluptatum mollitia. In doloribus odit minima officia veritatis.,aryandhingra146@gmail.com,3875066.45,3136316.61,approved,2022-03-31
773,Bhargava Inc,"Quibusdam earum pariatur consequuntur. Quae excepturi dolore possimus et.
Doloremque officiis culpa culpa id non.",ridhikannan455@gmail.com,6264815.48,4324099.5,approved,2020-03-24
774,"Saraf, Bal and Dalal",Natus eos architecto error doloremque repudiandae cumque. Soluta iste quae. Nesciunt et magni sequi repudiandae officia pariatur.,vinayakumar116@gmail.com,6945108.9,465430.08,approved,2024-08-05
775,Lad Inc,Necessitatibus modi sit. Officia repellendus alias molestias. Sunt sequi enim corrupti veniam sapiente. Temporibus sequi laboriosam ratione molestias.,samarbhandari76@gmail.com,6243619.92,361618.62,approved,2024-12-27
776,Shroff-Dora,"Explicabo repellendus molestiae inventore quaerat odit fugit dolor.
Repellendus impedit quod nemo modi incidunt voluptate. Numquam incidunt cupiditate odio.",vedikanazareth757@gmail.com,1859550.56,1013661.3,rejected,2021-05-05
777,"Gala, Nigam and Pau",Enim voluptate dicta odit aliquid maxime. Incidunt consectetur esse eveniet enim quidem mollitia id. Consequatur eveniet quia nihil ducimus quis recusandae.,neeldey303@gmail.com,3545725.65,2912944.61,rejected,2023-04-04
778,Buch-Keer,Voluptatibus libero dolor quisquam vitae delectus. Saepe deserunt sapiente atque sunt. Consequuntur eos aliquam aperiam est.,falakparmer350@gmail.com,4504962.73,3487823.76,rejected,2020-07-23
779,Bakshi-Khosla,"Natus dignissimos aspernatur blanditiis. Commodi suscipit iusto.
Et aut dolorem quod.",harishmody342@gmail.com,4851133.14,2900399.91,pending,2023-09-17
780,Mahal Inc,In iusto officiis voluptates. Eveniet fuga corrupti repellat animi iusto perspiciatis. Tempora voluptas illo debitis consequuntur reiciendis ratione velit.,jasonanne760@gmail.com,6241344.2,5310955.42,pending,2023-02-23
781,Lanka-Sridhar,"Doloribus quo possimus sunt. Sapiente ad itaque magni. Impedit corporis eum architecto tempora cum.
Debitis aliquid quaerat inventore fugit perspiciatis. Minima necessitatibus a quis voluptate.",jhalaknaik439@gmail.com,5355402.0,2112275.75,approved,2022-11-05
782,Manda-Chowdhury,"Sequi enim vitae officiis voluptate eaque est excepturi.
Iusto voluptatem alias quia fuga porro. Sed asperiores recusandae dolorem ipsum.",abhimanyubhatt949@gmail.com,2329311.28,2019555.67,approved,2020-05-08
783,"Acharya, Yadav and Mane","Eum ad fugiat animi fuga itaque esse. Eum iusto placeat consectetur. Veritatis reiciendis totam.
Commodi occaecati doloribus eaque similique totam quasi. Fugiat aspernatur aspernatur sequi.",triptisaha645@gmail.com,5760395.7,4054950.71,rejected,2020-08-02
784,"Chakraborty, Dewan and Bali","Iure id quaerat vero velit voluptatum. Quod maiores temporibus sequi quas deserunt itaque. Eaque expedita voluptates dolore.
Eum ab illum eveniet.",janujasuresh660@gmail.com,6221171.49,2300195.95,rejected,2024-06-02
785,Dora Ltd,"Voluptas hic iure. Iure distinctio pariatur quaerat delectus minima minima.
Libero incidunt sit reiciendis reiciendis eius. Officiis iure quis similique placeat.",radhasane51@gmail.com,6119580.9,2185324.89,rejected,2021-09-02
786,Gour-Nigam,"Dolorum possimus neque occaecati dolorum. Ut distinctio at odit. Nulla odit vitae blanditiis tenetur.
Praesentium neque ab. Cum numquam distinctio maiores veniam optio porro asperiores.",kalasampath818@gmail.com,7161561.45,67882.71,rejected,2024-01-25
787,"Pandit, Narayanan and Gole","Occaecati tempora eaque iure voluptatum deleniti. Magnam nostrum tempore rerum ad non quidem.
Ullam consequuntur tempora impedit qui. Quis nesciunt fugit quam accusantium non. Accusamus repellat a.",sudikshamittal764@gmail.com,6667844.31,629987.07,rejected,2021-10-05
788,"Devan, Narayan and Sheth",Occaecati illo ex labore sit est consequuntur. Reiciendis similique labore quam possimus quos ex veniam.,luckytaneja950@gmail.com,5918360.16,1313170.52,approved,2020-08-09
789,Vyas-Rana,"Eius necessitatibus odit nostrum magni commodi quisquam saepe. Amet commodi quo assumenda. Ipsum iusto laborum laborum in vel.
Ab nulla ipsum consequuntur quisquam. Veritatis iure nesciunt inventore.",yatanmalhotra602@gmail.com,4859668.58,2387056.27,approved,2021-10-09
790,"Sabharwal, Sur and Maharaj",Unde commodi vitae nihil suscipit. Magnam eum vel esse quae sunt. Sed dolor pariatur assumenda dolor.,rayaanminhas47@gmail.com,1678078.13,500385.82,approved,2021-12-21
791,Trivedi-Kunda,Nihil id quam fugiat. Rem voluptatum commodi minus voluptatum asperiores minima. Reprehenderit eos eius numquam aliquam assumenda labore.,janakivyas980@gmail.com,5859236.44,869465.99,approved,2024-06-12
792,Sridhar Group,Nostrum enim consectetur fuga neque sunt sint. Facere modi laborum suscipit. Eaque in ab doloremque.,henryloyal510@gmail.com,5415375.37,3861786.35,rejected,2021-12-05
793,Bali PLC,"Dolor itaque aut labore error. Laboriosam a reiciendis reprehenderit dicta. Ullam modi commodi fuga.
Sint odit eveniet sapiente. Esse quia quas in ad. Mollitia neque laudantium corporis voluptatibus.",ryandeshmukh250@gmail.com,5543157.67,5470902.24,approved,2023-11-03
794,Raja-Johal,Aliquid eligendi provident perspiciatis. Necessitatibus voluptatum at delectus ipsam laudantium. Fuga non magni voluptatibus occaecati facilis.,nandinipanchal480@gmail.com,2446502.85,1979099.08,pending,2021-01-29
795,"Taneja, Narayan and Raju","Minus sit ut a minus.
Earum numquam placeat quasi quas.
Quae nostrum sit velit libero. Praesentium magnam distinctio ab perferendis nisi.",yachanayogi699@gmail.com,2837886.92,337588.44,approved,2024-06-09
796,"Batta, Bava and Rama",Quasi nulla quo et dolor animi sequi. Eos facere quae assumenda saepe quo architecto. Atque natus expedita dolores. Reiciendis tempora excepturi provident fuga facilis.,nirjamemon489@gmail.com,7106305.71,6671624.09,rejected,2023-11-22
797,"Gupta, Dhillon and Singh","Incidunt iusto iusto aut enim. Debitis dicta quod velit a sed.
Officia necessitatibus expedita iusto assumenda repellendus quidem. Occaecati corrupti sequi a.",banjeetjayaraman669@gmail.com,4920889.69,3473547.6,pending,2024-04-19
798,Sura-Bala,Voluptatem ipsam mollitia consequuntur itaque sit sit. Nulla mollitia tempora magni reiciendis sequi.,kalakala797@gmail.com,6363001.39,3042312.88,rejected,2024-06-19
799,Parmer-Krishnamurthy,Neque voluptatem doloremque aliquid numquam. Quod consequatur ut occaecati voluptas natus fuga.,upadhritidada746@gmail.com,5056636.75,3036807.12,rejected,2021-07-19
800,"Purohit, Bajaj and Ahluwalia",Nulla ad ullam repellat quas debitis. Porro asperiores accusamus voluptatum aperiam rerum corrupti ullam.,balveermurty250@gmail.com,5059512.28,2184146.14,approved,2020-07-18
801,Pall-Nori,Occaecati quaerat veritatis repellat totam itaque possimus at. Dolor velit accusamus sunt laudantium a debitis architecto. Quidem enim adipisci voluptatem. Nam at praesentium eum.,ekantakhanna904@gmail.com,6876567.61,199342.82,rejected,2021-09-28
802,Dass LLC,Laborum ipsam quod omnis alias quibusdam. Mollitia nam soluta nostrum. Repellat doloremque omnis nobis culpa eveniet tempora.,jeevikaparikh617@gmail.com,3967910.54,2526029.83,approved,2022-01-17
803,Andra-Khurana,"Ipsam voluptatum enim consequatur minima. Minima neque dolorum.
Laudantium voluptatibus corrupti nemo temporibus ipsum sequi dolorem. Minus quos dignissimos incidunt.",devanshdhar723@gmail.com,5192241.55,4903311.11,pending,2020-04-17
804,Gulati-Tata,"Similique quas autem ipsum id nemo neque. Necessitatibus maiores dolore iste hic veritatis quo.
Placeat dignissimos enim provident est fugit. Consectetur doloremque ratione totam.",joshuadesai975@gmail.com,4075449.42,2200615.2,pending,2024-02-13
805,"Warrior, Gala and Bhatt",Tenetur pariatur ab corrupti repellat modi veritatis voluptas. Aspernatur consectetur earum neque rem quia eveniet. Dignissimos tempore eaque eius perspiciatis recusandae optio.,pahalkunda84@gmail.com,4131007.55,1340569.84,approved,2020-06-28
806,"Edwin, Banerjee and Ghose",Commodi alias repellat esse repellat eos modi nemo. Amet quos vel ullam.,krishasangha206@gmail.com,4381655.75,2347244.96,pending,2020-05-21
807,"Shukla, Krishnan and Mand","Qui rerum enim nemo ipsam eaque rem.
Fugiat cupiditate itaque et. Eligendi optio aut expedita numquam.
Autem ipsum consequuntur doloremque. Soluta distinctio adipisci laborum perferendis ullam.",yashawiniramesh722@gmail.com,5444267.54,1480358.56,approved,2022-03-06
808,Divan PLC,Voluptatum repellendus saepe ducimus qui. At aperiam quibusdam tempora corporis.,turvizachariah661@gmail.com,4042502.76,2000168.48,rejected,2023-03-12
809,"Vyas, Ramesh and Balay",Recusandae voluptatum mollitia a voluptas nulla harum. Enim veniam quis expedita repellat. Ab cumque ea aperiam nulla atque aut.,lopavenkataraman432@gmail.com,7511512.25,2194443.44,pending,2022-07-05
810,"Mand, Yohannan and Khanna",Non tempore veritatis ipsum porro fugit. Qui quo totam provident. Architecto nesciunt aliquam unde repellat ullam voluptatum nihil.,anamikasidhu810@gmail.com,3210785.4,2864484.56,pending,2021-09-17
811,Salvi LLC,Doloremque aperiam totam perspiciatis. Delectus saepe quas inventore. Pariatur repudiandae assumenda nobis nihil. Debitis officiis harum vitae ipsam incidunt perspiciatis.,lakshmisehgal974@gmail.com,4626256.71,897649.26,pending,2022-04-04
812,Madan-Balan,"Ipsa ex impedit explicabo. Incidunt quasi dolorem mollitia dignissimos maiores. Nam animi adipisci ipsa alias.
Eum maiores iste. Quod ratione adipisci eligendi veniam nam inventore corrupti.",niteshchowdhury60@gmail.com,4120537.88,3032687.68,rejected,2021-02-12
813,Arya Inc,"Neque mollitia ut minus. Quibusdam incidunt molestias non soluta consequatur dolores. Expedita expedita similique rerum.
Dignissimos expedita nulla architecto.",naksharya756@gmail.com,7893955.77,7797259.05,pending,2022-01-10
814,"Subramaniam, Swaminathan and Chacko",Repellendus nulla labore provident nesciunt. Amet dicta non delectus necessitatibus eum blanditiis.,oshabehl133@gmail.com,5393109.55,4387286.76,approved,2024-11-05
815,"Dave, Thakkar and Gole",Similique distinctio accusamus quam ut. Ipsum repudiandae facilis provident itaque eum. Illum consequuntur accusantium ipsum consectetur repellat.,hemanisachdeva556@gmail.com,7063689.08,5583845.19,pending,2023-10-09
816,Kumar Ltd,Aspernatur dicta ullam ut in molestiae nostrum. Sapiente ad placeat non. Facere quia pariatur harum consequuntur enim. A repellat amet vero.,gaganloyal74@gmail.com,2028879.25,114508.69,pending,2024-02-21
817,Shukla-Khalsa,"Ut nulla vero quisquam animi. Eaque veritatis nostrum praesentium.
Odio aut quasi repudiandae. Dicta nemo debitis aut iure eum laboriosam fuga.",virajpai149@gmail.com,5534100.53,3489026.4,approved,2024-01-27
818,"Bail, Saxena and Lata",Animi necessitatibus aliquam veniam placeat. Neque a sapiente saepe cupiditate consequuntur tempora. Facere dignissimos minus possimus nostrum magni sed quisquam.,gaurisekhon191@gmail.com,6779261.59,6540068.98,pending,2020-08-08
819,Bhatia-Patel,"Veniam voluptates aliquid suscipit. Incidunt nam incidunt consequuntur tempore.
Numquam saepe voluptas. Eaque sed asperiores non ut adipisci labore autem. Facilis impedit aut ad.",neelbose375@gmail.com,5164567.98,1480336.53,rejected,2024-09-11
820,"Bhalla, Soman and Tank","Ad fugit aut molestias perferendis quo.
Harum repellat provident fuga. Accusamus omnis voluptate harum eveniet. Blanditiis occaecati non dignissimos.",ishanvirattan717@gmail.com,7130960.75,1621115.33,approved,2022-04-07
821,"Shah, Ganesan and Dora","Velit esse ea laborum totam hic at fugiat. Quibusdam atque quod totam rerum.
Esse quam ipsum rem. Animi alias libero natus porro. Sed labore vero labore unde impedit.",udarshmahal814@gmail.com,3965423.1,2257630.92,rejected,2022-07-12
822,D’Alia-Deshmukh,"Nobis placeat similique sit occaecati nemo. Vel excepturi modi odio aut.
Possimus maiores veniam. Quia culpa dolores hic. Enim earum reiciendis voluptatibus. Accusamus ea ullam.",vidhikata750@gmail.com,7818694.88,2367895.96,pending,2021-04-17
823,"Bora, Barad and Khosla",Rerum natus nisi iusto error ipsa odit autem. Iusto commodi repellat eius placeat suscipit. Praesentium repellat dolorum eligendi voluptas ab iusto.,lipikabal100@gmail.com,9597796.25,6747522.67,approved,2021-07-18
824,Sachdev LLC,Cumque aspernatur explicabo inventore nostrum autem maiores velit. Blanditiis fugiat rem nisi dolorum pariatur at. Quas aliquam pariatur numquam nulla.,yutikakunda474@gmail.com,4274322.88,2883304.4,approved,2020-02-06
825,Ramachandran Ltd,"Ea veritatis placeat fugiat qui non.
Nam itaque laboriosam dignissimos consectetur ab beatae in. Impedit quisquam rerum eum dolorem eius delectus.",owenpandit607@gmail.com,4108994.96,95267.17,approved,2023-06-18
826,Bhandari PLC,Iure unde deleniti sint illo magni. Corporis repudiandae fugit voluptatibus necessitatibus quidem temporibus. Labore eveniet ducimus minus ullam delectus.,devsuri390@gmail.com,7906768.95,5379396.01,approved,2020-12-12
827,Kurian-Sastry,Amet ipsum maiores vitae sed. Nisi dolores laudantium architecto. Numquam debitis error aliquam sapiente mollitia provident.,ryanagarwal838@gmail.com,8159144.29,2315137.67,approved,2023-07-04
